Código CVM,Empresa,Categoria,Tipo,Espécie,Data Referência,Data Entrega,Status,V,Modalidade,download
02386-8,023868 CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL S.A.,DFP,,,20181231 31/12/2018,20191014 14/10/2019 17:02,Ativo,2,RE,"OpenDownloadDocumentos('88661','2','023868DFP311220180200088661-77','DFP')"
02399-0,023990 VERT COMPANHIA SECURITIZADORA,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Comunicado ao mercado referente a pagamento de amortização extraordinária da 1a serie da 5a emissao do CRI -,20191014 14/10/2019,20191014 14/10/2019 16:28,Ativo,1,AP,"OpenDownloadDocumentos('240851','1','716004','IPE')"
02399-0,023990 VERT COMPANHIA SECURITIZADORA,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Comunicado ao mercado referente a pagamento de amortização extraordinária da 2a serie da 5a emissao do CRI -,20191014 14/10/2019,20191014 14/10/2019 16:30,Ativo,1,AP,"OpenDownloadDocumentos('240853','1','716006','IPE')"
02399-0,023990 VERT COMPANHIA SECURITIZADORA,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Comunicado ao mercado referente a pagamento de amortização extraordinária da 3a serie da 5a emissao do CRI -,20191014 14/10/2019,20191014 14/10/2019 16:31,Ativo,1,AP,"OpenDownloadDocumentos('240854','1','716007','IPE')"
02411-2,024112 AZUL S.A.,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Apresentação Reunião Pública 2019 - Azul Day -,20191014 14/10/2019,20191014 14/10/2019 06:50,Inativo,1,AP,"OpenDownloadDocumentos('240777','1','715927','IPE')"
02431-7,024317 BK BRASIL OPERAÇÃO E ASSESSORIA A RESTAURANTES SA,Assembleia,AGE,Mapa final de votação detalhadoMapa final de votação detalhado,20191007 07/10/2019 10:30,20191014 14/10/2019 18:24,Ativo,1,AP,"OpenDownloadDocumentos('240905','1','716058','IPE')"
02438-4,024384 NOTRE DAME INTERMEDICA PARTICIPACOES SA,Comunicado ao Mercado,Aquisição/Alienação de Participação Acionária (art. 12 da Instr. CVM nº 358),Declaração de Aquisição de Participação Acionária Relevante - Art.12 da Instrução CVM nº358/02,20191010 10/10/2019,20191014 14/10/2019 09:10,Ativo,1,AP,"OpenDownloadDocumentos('240794','1','715946','IPE')"
02460-0,024600 BANCO BMG S.A.,Reunião da Administração,Conselho de Administração,"Autorização para a Diretoria praticar todos os atos necessários para implementação das ações acima,Pedido de registro de emissor da Companhia na B3,realização da oferta publica de distribuição primária e secundária de açõesAta",20190829 29/08/2019 15:00,20191014 14/10/2019 09:43,Ativo,1,AP,"OpenDownloadDocumentos('240801','1','715954','IPE')"
02478-3,024783 NATURA &CO HOLDING S.A.,Assembleia,AGE,"Aumento do Capital Social (inciso I, art. 166 da Lei 6404),Alteração do estatuto social para aumentar o capital autorizado,Aquisição, por doação, de açõesEdital de Convocação",20191113 13/11/2019 08:00,20191014 14/10/2019 07:38,Inativo,1,AP,"OpenDownloadDocumentos('240778','1','715928','IPE')"
02478-3,024783 NATURA &CO HOLDING S.A.,Assembleia,AGE,"Aprovação da nova redação do caput do Artigo 5º do Estatuto Social,Aprovação de atos relativos à incorporação da Nectarine Merger Sub I,Aprovação de atos relativos à incorporação de ações da NaturaEdital de Convocação",20191113 13/11/2019 16:00,20191014 14/10/2019 07:57,Inativo,1,AP,"OpenDownloadDocumentos('240783','1','715933','IPE')"
02478-3,024783 NATURA &CO HOLDING S.A.,Assembleia,AGE,"Protocolo e Justificação de Incorporação, Fusão ou Cisão",20191113 13/11/2019 16:00,20191014 14/10/2019 18:59,Cancelado,1,AP,"OpenDownloadDocumentos('240916','1','716069','IPE')"
02478-3,024783 NATURA &CO HOLDING S.A.,Assembleia,AGE,"Protocolo e Justificação de Incorporação, Fusão ou Cisão",20191113 13/11/2019 16:01,20191014 14/10/2019 19:03,Cancelado,1,AP,"OpenDownloadDocumentos('240920','1','716074','IPE')"
02481-3,024813 Localiza Fleet S.A.,Fato Relevante,,Deferimento do pedido de registro na categoria B -,20191014 14/10/2019,20191014 14/10/2019 08:57,Ativo,1,AP,"OpenDownloadDocumentos('240792','1','715943','IPE')"
02481-3,024813 Localiza Fleet S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),Posição Consolidada,,20190930 09/2019,20191014 14/10/2019 10:03,Ativo,1,AP,"OpenDownloadDocumentos('240806','1','715959','IPE')"
02481-3,024813 Localiza Fleet S.A.,Valores Mobiliários negociados e detidos (art. 11 da Instr. CVM nº 358),"Posição Individual - Cia, Controladas e Coligadas",,20190930 09/2019,20191014 14/10/2019 10:06,Ativo,1,AP,"OpenDownloadDocumentos('240808','1','715961','IPE')"
02481-3,024813 Localiza Fleet S.A.,Formulário de Referência,,,20190101 2019,20191014 14/10/2019 18:10,Ativo,2,RE,"OpenDownloadDocumentos('88665','2','024813FRE201920190200088665-73','')"
02481-3,024813 Localiza Fleet S.A.,Formulário Cadastral,,,20190101 2019,20191014 14/10/2019 18:08,Ativo,2,RE,"OpenDownloadDocumentos('88664','2','024813FCA000020190200088664-75','FCA')"
05009-1,050091 GOLDMAN SACHS GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20191014 14/10/2019,20191014 14/10/2019 10:29,Ativo,1,AP,"OpenDownloadDocumentos('240813','1','715966','IPE')"
05009-1,050091 GOLDMAN SACHS GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,FWP -,20191014 14/10/2019,20191014 14/10/2019 10:29,Ativo,1,AP,"OpenDownloadDocumentos('240814','1','715967','IPE')"
05010-5,050105 CITIGROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20191014 14/10/2019,20191014 14/10/2019 10:25,Ativo,1,AP,"OpenDownloadDocumentos('240810','1','715963','IPE')"
05039-3,050393 THE WALT DISNEY COMPANY,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8K -,20191014 14/10/2019,20191014 14/10/2019 09:14,Ativo,1,AP,"OpenDownloadDocumentos('240796','1','715948','IPE')"
05050-4,050504 3M COMPANY,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,8-K -,20191014 14/10/2019,20191014 14/10/2019 10:24,Ativo,1,AP,"OpenDownloadDocumentos('240809','1','715962','IPE')"
05057-1,050571 JPMORGAN CHASE & CO.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20191014 14/10/2019,20191014 14/10/2019 10:30,Ativo,1,AP,"OpenDownloadDocumentos('240815','1','715968','IPE')"
05059-8,"050598 UNITED PARCEL SERVICE, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,S-3ASR -,20191014 14/10/2019,20191014 14/10/2019 10:36,Ativo,1,AP,"OpenDownloadDocumentos('240821','1','715974','IPE')"
05077-6,050776 UNITED TECHNOLOGIES CORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,14/10/2019 UNITED TECHNOLOGIES CORP UTX:US – DISTRIBUIÇÃO DE DIVIDENDOS -,20191014 14/10/2019,20191014 14/10/2019 11:15,Ativo,1,AP,"OpenDownloadDocumentos('240823','1','715976','IPE')"
05140-3,"051403 TESLA, INC",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,3 -,20191014 14/10/2019,20191014 14/10/2019 10:35,Ativo,1,AP,"OpenDownloadDocumentos('240819','1','715972','IPE')"
05140-3,"051403 TESLA, INC",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20191014 14/10/2019,20191014 14/10/2019 10:35,Ativo,1,AP,"OpenDownloadDocumentos('240820','1','715973','IPE')"
05169-1,051691 CONSTELLATION BRANDS INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,3 -,20191014 14/10/2019,20191014 14/10/2019 10:26,Ativo,1,AP,"OpenDownloadDocumentos('240811','1','715964','IPE')"
05178-0,051780 DOLLAR TREE INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20191014 14/10/2019,20191014 14/10/2019 10:27,Ativo,1,AP,"OpenDownloadDocumentos('240812','1','715965','IPE')"
05183-7,051837 FASTENAL CO,Aviso aos Acionistas,Outros avisos,Pagamento de Dividendos - Aviso Inicial -,20191014 14/10/2019,20191014 14/10/2019 12:07,Ativo,1,AP,"OpenDownloadDocumentos('240829','1','715982','IPE')"
05195-0,051950 MARKEL CORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,4 -,20191014 14/10/2019,20191014 14/10/2019 10:31,Ativo,1,AP,"OpenDownloadDocumentos('240816','1','715969','IPE')"
05197-7,051977 MICRON TECHNOLOGY INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,5 -,20191014 14/10/2019,20191014 14/10/2019 10:33,Ativo,1,AP,"OpenDownloadDocumentos('240818','1','715971','IPE')"
05211-6,052116 SIRIUS XM HOLDINGS INC,Aviso aos Acionistas,Outros avisos,Pagamento de Dividendos - Aviso Inicial -,20191014 14/10/2019,20191014 14/10/2019 11:55,Ativo,1,AP,"OpenDownloadDocumentos('240827','1','715980','IPE')"
90011-8,900118 AGEO TERMINAIS E ARMAZENS GERAIS S/A,Dados Econômico-Financeiros,Demonstrações Financeiras Anuais Completas,,20161231 31/12/2016,20191014 14/10/2019 17:28,Ativo,1,AP,"OpenDownloadDocumentos('240871','1','716024','IPE')"
90011-8,900118 AGEO TERMINAIS E ARMAZENS GERAIS S/A,Dados Econômico-Financeiros,Demonstrações Financeiras Anuais Completas,,20171231 31/12/2017,20191014 14/10/2019 17:29,Ativo,1,AP,"OpenDownloadDocumentos('240872','1','716025','IPE')"
91107-3,911073 RIBER - KWS SEMENTES LTDA,Dados Econômico-Financeiros,Demonstrações Financeiras Anuais Completas,,20190630 30/06/2019,20191014 14/10/2019 09:54,Ativo,1,AP,"OpenDownloadDocumentos('240802','1','715955','IPE')"
91107-3,911073 RIBER - KWS SEMENTES LTDA,Dados Econômico-Financeiros,Demonstrações Financeiras Anuais Completas,,20180630 30/06/2018,20191014 14/10/2019 09:54,Ativo,1,AP,"OpenDownloadDocumentos('240803','1','715956','IPE')"
91107-3,911073 RIBER - KWS SEMENTES LTDA,Dados Econômico-Financeiros,Demonstrações Financeiras Anuais Completas,,20170630 30/06/2017,20191014 14/10/2019 09:54,Ativo,1,AP,"OpenDownloadDocumentos('240804','1','715957','IPE')"
91111-5,911115 AGEO NORTE TERMINAIS E ARMAZENS GERAIS S/A,Dados Econômico-Financeiros,Demonstrações Financeiras Anuais Completas,,20161231 31/12/2016,20191014 14/10/2019 16:30,Ativo,1,AP,"OpenDownloadDocumentos('240852','1','716005','IPE')"
91111-5,911115 AGEO NORTE TERMINAIS E ARMAZENS GERAIS S/A,Dados Econômico-Financeiros,Demonstrações Financeiras Anuais Completas,,20171231 31/12/2017,20191014 14/10/2019 16:31,Ativo,1,AP,"OpenDownloadDocumentos('240855','1','716008','IPE')"
91111-5,911115 AGEO NORTE TERMINAIS E ARMAZENS GERAIS S/A,Dados Econômico-Financeiros,Demonstrações Financeiras Anuais Completas,,20181231 31/12/2018,20191014 14/10/2019 16:36,Ativo,1,AP,"OpenDownloadDocumentos('240856','1','716009','IPE')"
00115-5,001155 BANESTES S.A. - BCO EST ESPIRITO SANTO,Calendário de Eventos Corporativos,,,20191015 15/10/2019,20191015 15/10/2019 10:32,Ativo,1,AP,"OpenDownloadDocumentos('240977','1','716131','IPE')"
00115-5,001155 BANESTES S.A. - BCO EST ESPIRITO SANTO,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Convite para Reunião Pública de Apresentação de Resultados do 3º trimestre. -,20191015 15/10/2019,20191015 15/10/2019 10:47,Ativo,1,AP,"OpenDownloadDocumentos('240989','1','716143','IPE')"
00117-1,001171 BCO ESTADO DO PARA S.A.,Assembleia,AGE,ALTERAÇÃO E CONSOLIDAÇÃO DO ESTATUTO SOCIALAta,20191015 15/10/2019 10:00,20191015 15/10/2019 13:25,Ativo,1,AP,"OpenDownloadDocumentos('240999','1','716153','IPE')"
00117-1,001171 BCO ESTADO DO PARA S.A.,Estatuto Social,,,20191015 15/10/2019,20191015 15/10/2019 13:26,Ativo,1,AP,"OpenDownloadDocumentos('241000','1','716154','IPE')"
00117-1,001171 BCO ESTADO DO PARA S.A.,Dados Econômico-Financeiros,Relatório de Agência de Rating,Relatório de Rating emitido pela Moody's -,20191011 11/10/2019,20191015 15/10/2019 13:38,Ativo,1,AP,"OpenDownloadDocumentos('241002','1','716156','IPE')"
00132-5,001325 BCO MERCANTIL DO BRASIL S.A.,Comunicado ao Mercado,Aquisição/Alienação de Participação Acionária (art. 12 da Instr. CVM nº 358),Declaração de Aquisição de Participação Acionária Relevante - Art.12 da Instrução CVM nº358/02,20191010 10/10/2019,20191015 15/10/2019 16:40,Ativo,1,AP,"OpenDownloadDocumentos('241023','1','716181','IPE')"
00152-0,001520 BARDELLA S.A. INDUSTRIAS MECANICAS,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,Negociações atípicas de valores mobiliários -,20191015 15/10/2019,20191015 15/10/2019 18:36,Inativo,1,AP,"OpenDownloadDocumentos('241061','1','716219','IPE')"
00152-0,001520 BARDELLA S.A. INDUSTRIAS MECANICAS,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,Negociações atípicas de valores mobiliários -,20191015 15/10/2019,20191015 15/10/2019 19:03,Ativo,2,RE,"OpenDownloadDocumentos('241083','2','716241','IPE')"
00242-9,002429 CELULOSE IRANI S.A.,Fato Relevante,,Decisão favorável à Companhia para excluir o ICMS da base de cálculo do PIS e da Cofins -,20191015 15/10/2019,20191015 15/10/2019 19:38,Ativo,1,AP,"OpenDownloadDocumentos('241101','1','716259','IPE')"
00245-3,002453 CIA ENERGETICA DE MINAS GERAIS - CEMIG,Fato Relevante,,Light: conclusão da alienação da totalidade de suas ações na Renova Energia S.A. para o CG I -,20191015 15/10/2019,20191015 15/10/2019 22:39,Ativo,1,AP,"OpenDownloadDocumentos('241114','1','716272','IPE')"
00311-5,003115 CIA SEGUROS ALIANCA DA BAHIA,Assembleia,AGE,"Alteração dos artigos 3º e 4º do Estatuto Social , e a sua consequente consolidação.Ata",20191015 15/10/2019 10:30,20191015 15/10/2019 16:47,Ativo,1,AP,"OpenDownloadDocumentos('241031','1','716189','IPE')"
00311-5,003115 CIA SEGUROS ALIANCA DA BAHIA,Estatuto Social,,,20191015 15/10/2019,20191015 15/10/2019 16:57,Ativo,1,AP,"OpenDownloadDocumentos('241034','1','716192','IPE')"
00319-0,003190 REDE ENERGIA PARTICIPAÇÕES S.A.,Formulário Cadastral,,,20190101 2019,20191015 15/10/2019 13:26,Inativo,5,RE,"OpenDownloadDocumentos('88677','5','003190FCA000020190500088677-85','FCA')"
00320-4,003204 CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT,Assembleia,AGE,"Alteração do jornal de publicação dos atos societários,Eleição de membro titular e suplente do Conselho FiscalMapa consolidado de voto a distância",20191016 16/10/2019 09:00,20191015 15/10/2019 09:35,Ativo,1,AP,"OpenDownloadDocumentos('240965','1','716119','IPE')"
00320-4,003204 CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Inicio Processo de Desestatização -,20191015 15/10/2019,20191015 15/10/2019 18:52,Ativo,1,AP,"OpenDownloadDocumentos('241070','1','716227','IPE')"
00327-1,003271 ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S/A,Formulário Cadastral,,,20190101 2019,20191015 15/10/2019 10:50,Inativo,4,RE,"OpenDownloadDocumentos('88671','4','003271FCA000020190400088671-87','FCA')"
00417-0,004170 VALE S.A.,Formulário de Referência,,,20190101 2019,20191015 15/10/2019 20:25,Inativo,13,RE,"OpenDownloadDocumentos('88681','13','004170FRE201920191300088681-80','')"
00557-6,005576 ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.,Formulário Cadastral,,,20190101 2019,20191015 15/10/2019 12:54,Inativo,5,RE,"OpenDownloadDocumentos('88674','5','005576FCA000020190500088674-77','FCA')"
00576-2,005762 ETERNIT S.A.,Reunião da Administração,Conselho de Administração,"Operação - Transporte SAMA,Constituição da ""Tégula Solar"",Projeto Fotovoltaico,Calendário 2020Ata",20191015 15/10/2019 10:00,20191015 15/10/2019 17:05,Ativo,1,AP,"OpenDownloadDocumentos('241036','1','716194','IPE')"
00951-2,009512 PETROLEO BRASILEIRO S.A. PETROBRAS,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Petrobras assina contratos de afretamento para Marlim -,20191015 15/10/2019,20191015 15/10/2019 18:59,Ativo,1,AP,"OpenDownloadDocumentos('241077','1','716235','IPE')"
00951-2,009512 PETROLEO BRASILEIRO S.A. PETROBRAS,Reunião da Administração,Conselho de Administração,Eleição de Diretor(es)Ata,20190828 28/08/2019 09:15,20191015 15/10/2019 19:18,Ativo,2,RE,"OpenDownloadDocumentos('241092','2','716250','IPE')"
00951-2,009512 PETROLEO BRASILEIRO S.A. PETROBRAS,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Petrobras sobre manifestação de interesse de ativos de E&P -,20191015 15/10/2019,20191015 15/10/2019 19:54,Ativo,1,AP,"OpenDownloadDocumentos('241103','1','716261','IPE')"
01045-6,010456 ALPARGATAS S.A.,Assembleia,AGE,"Aprovar o Plano de Ações Restritas da Companhia,Aprovar o Plano de Outorga de AçõesAta",20191015 15/10/2019 16:00,20191015 15/10/2019 18:36,Ativo,1,AP,"OpenDownloadDocumentos('241057','1','716215','IPE')"
01045-6,010456 ALPARGATAS S.A.,Assembleia,AGE,Mapa Final de Votação SintéticoMapa Final de Votação Sintético,20191015 15/10/2019 16:00,20191015 15/10/2019 18:36,Ativo,1,AP,"OpenDownloadDocumentos('241058','1','716216','IPE')"
01047-2,010472 SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,Calendário de Eventos Corporativos,,,20191231 31/12/2019,20191015 15/10/2019 18:44,Ativo,3,RE,"OpenDownloadDocumentos('241064','3','716222','IPE')"
01047-2,010472 SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,Assembleia,AGE,"(i) aumento do valor do capital autorizado da Companhia e consequente alteração do artigo 8º do Estatuto Social,(ii) inclusão de regra estatutária conferindo poderes ao Conselho de Administração da Companhia para, dentro do limite do capital autorizado, emitir bônus de subscriçãoEdital de Convocação",20191031 31/10/2019 11:00,20191015 15/10/2019 18:48,Ativo,1,AP,"OpenDownloadDocumentos('241066','1','716224','IPE')"
01047-2,010472 SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,Assembleia,AGE,"(i) aumento do valor do capital autorizado da Companhia e consequente alteração do artigo 8º do Estatuto Social,(ii) inclusão de regra estatutária conferindo poderes ao Conselho de Administração da Companhia para, dentro do limite do capital autorizado, emitir bônus de subscriçãoProposta da Administração",20191031 31/10/2019 11:00,20191015 15/10/2019 18:52,Ativo,1,AP,"OpenDownloadDocumentos('241069','1','716228','IPE')"
01096-0,010960 SPRINGER S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,Ofício 330/2019/CVM/SRE/GER-1 -,20191015 15/10/2019,20191015 15/10/2019 17:02,Ativo,1,AP,"OpenDownloadDocumentos('241035','1','716193','IPE')"
01107-0,011070 WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,Negociações atípicas de valores mobiliários -,20191015 15/10/2019,20191015 15/10/2019 14:31,Ativo,1,AP,"OpenDownloadDocumentos('241006','1','716160','IPE')"
01131-2,011312 OI S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,Resposta ao Oficio -,20191015 15/10/2019,20191015 15/10/2019 19:32,Ativo,1,AP,"OpenDownloadDocumentos('241100','1','716258','IPE')"
01199-1,011991 WETZEL S.A.,Informações de Companhias em Recuperação Judicial ou Extrajudicial,Contas demonstrativas mensais,,20191015 15/10/2019,20191015 15/10/2019 17:41,Ativo,1,AP,"OpenDownloadDocumentos('241037','1','716195','IPE')"
