cvm_code,company,category,type,kind,reference_date,issue_dttm,status,v,modality,download,,
02303-5,023035 LINX S.A.,Formulário de Referência,,,20190101 2019,20190813 13/08/2019 19:17,Inativo,8,RE,"OpenDownloadDocumentos('86466','8','023035FRE201920190800086466-75','')",,
02324-8,023248 ANIMA HOLDING S.A.,Assembleia,AGE,Boletim de voto a distância,20190913 13/09/2019 15:00,20190813 13/08/2019 19:50,Ativo,1,AP,"OpenDownloadDocumentos('231700','1','706001','IPE')",,
02324-8,023248 ANIMA HOLDING S.A.,Aviso aos Acionistas,Outros avisos,Boletim de voto a distância em Inglês -,20190813 13/08/2019,20190813 13/08/2019 20:12,Ativo,1,AP,"OpenDownloadDocumentos('231708','1','706009','IPE')",,
02324-8,023248 ANIMA HOLDING S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 14:35,Ativo,2,RE,"OpenDownloadDocumentos('86387','2','023248ITR300620190200086387-74','ITR')",,
02327-2,023272 LOG COMMERCIAL PROPERTIES,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Apresentação Institucional LOG CP Agosto2019 -,20190806 06/08/2019,20190813 13/08/2019 17:42,Ativo,2,RE,"OpenDownloadDocumentos('231545','2','705809','IPE')",,
02327-2,023272 LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,Formulário de Referência,,,20190101 2019,20190813 13/08/2019 09:21,Inativo,2,RE,"OpenDownloadDocumentos('86366','2','023272FRE201920190200086366-74','')",,
02328-0,023280 OURO VERDE LOCACAO E SERVICO S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 19:37,Ativo,1,AP,"OpenDownloadDocumentos('86468','1','023280ITR300620190100086468-72','ITR')",,
02342-6,023426 OMEGA GERAÇÃO S.A.,Reunião da Administração,Conselho de Administração,Aumento de Capital - Outorga de OpçõesAta,20190802 02/08/2019 09:30,20190813 13/08/2019 17:05,Ativo,1,AP,"OpenDownloadDocumentos('231519','1','705772','IPE')",,
02342-6,023426 OMEGA GERAÇÃO S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Exercicio SOP -,20190813 13/08/2019,20190813 13/08/2019 17:06,Ativo,1,AP,"OpenDownloadDocumentos('231520','1','705773','IPE')",,
02347-7,023477 LOGOS COMPANHIA SECURITIZADORA S/A,Dados Econômico-Financeiros,Demonstrações Financeiras Adicionais,DFS - SEGUNDO TRIMESTRE 2019 -,20190630 30/06/2019,20190813 13/08/2019 17:14,Ativo,1,AP,"OpenDownloadDocumentos('231524','1','705777','IPE')",,
02347-7,023477 LOGOS COMPANHIA SECURITIZADORA S/A,Informe Trimestral de Securitizadora,,,20190630 30/06/2019,20190813 13/08/2019 17:13,Ativo,1,AP,"OpenDownloadDocumentos('86411','1','023477SEC300620190100086411-80','SEC')",,
02347-7,023477 LOGOS COMPANHIA SECURITIZADORA S/A,ITR,,,20190630 30/06/2019,20190813 13/08/2019 17:12,Ativo,1,AP,"OpenDownloadDocumentos('86410','1','023477ITR300620190100086410-87','ITR')",,
02348-5,023485 COSAN LOGISTICA S.A.,Dados Econômico-Financeiros,Press-release,Relatório de Resultados 2T19 -,20190630 30/06/2019,20190813 13/08/2019 19:06,Ativo,1,AP,"OpenDownloadDocumentos('231661','1','705945','IPE')",,
02348-5,023485 COSAN LOGISTICA S.A.,Dados Econômico-Financeiros,Press-release,Relatório de Resultados 2T19 (inglês) -,20190630 30/06/2019,20190813 13/08/2019 19:07,Ativo,1,AP,"OpenDownloadDocumentos('231664','1','705951','IPE')",,
02348-5,023485 COSAN LOGISTICA S.A.,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Apresentação de Resultados 2T19 -,20190813 13/08/2019,20190813 13/08/2019 19:08,Ativo,1,AP,"OpenDownloadDocumentos('231670','1','705960','IPE')",,
02348-5,023485 COSAN LOGISTICA S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras em Padrões Internacionais,Versão em PortuguêsDemonstrações Financeiras com reconciliação para IFRS,20190630 30/06/2019,20190813 13/08/2019 19:27,Ativo,1,AP,"OpenDownloadDocumentos('231688','1','705988','IPE')",,
02348-5,023485 COSAN LOGISTICA S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras em Padrões Internacionais,Versão em InglêsDemonstrações Financeiras com reconciliação para IFRS,20190630 30/06/2019,20190813 13/08/2019 19:28,Ativo,1,AP,"OpenDownloadDocumentos('231689','1','705990','IPE')",,
02348-5,023485 COSAN LOGISTICA S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 19:14,Ativo,1,AP,"OpenDownloadDocumentos('86464','1','023485ITR300620190100086464-73','ITR')",,
02352-3,023523 PORTO SUDESTE V.M. S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 18:41,Ativo,1,AP,"OpenDownloadDocumentos('86453','1','023523ITR300620190100086453-71','ITR')",,
02354-0,023540 SALUS INFRAESTRUTURA PORTUARIA SA,ITR,,,20190630 30/06/2019,20190813 13/08/2019 14:20,Ativo,1,AP,"OpenDownloadDocumentos('86385','1','023540ITR300620190100086385-78','ITR')",,
02360-4,023604 YOU INC INCORPORADORA E PARTICIPAÇÃO,ITR,,,20190630 30/06/2019,20190813 13/08/2019 16:02,Ativo,1,AP,"OpenDownloadDocumentos('86392','1','023604ITR300620190100086392-76','ITR')",,
02374-4,023744 Renova Companhia Securitizadora de Créditos Financeiros S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 13:22,Ativo,1,AP,"OpenDownloadDocumentos('86382','1','023744ITR300620190100086382-71','ITR')",,
02376-0,023760 REAG Securities – Securitizadora de Créditos S/A,ITR,,,20190630 30/06/2019,20190813 13/08/2019 10:31,Ativo,1,AP,"OpenDownloadDocumentos('86373','1','023760ITR300620190100086373-74','ITR')",,
02379-5,023795 CAIXA SEGURIDADE PARTICIPAÇÕES S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Resultado no 4º Ciclo de avaliação do IG-SEST -,20190813 13/08/2019,20190813 13/08/2019 20:00,Ativo,1,AP,"OpenDownloadDocumentos('231703','1','706004','IPE')",,
02382-5,023825 MOVIDA PARTICIPACOES SA,Dados Econômico-Financeiros,Press-release,Earnings Release 2T19 (port e eng) -,20190813 13/08/2019,20190813 13/08/2019 18:29,Inativo,1,AP,"OpenDownloadDocumentos('231619','1','705890','IPE')",,
02382-5,023825 MOVIDA PARTICIPACOES SA,Reunião da Administração,Conselho de Administração,"(i) Análise e discussão dos Resultados e das Informações Trimestrais (ITR) relativos ao segundo trimestre, encerrado em 30.06.2019, acompanhadas do Relatório dos Auditores Independentes;,(ii) Apreciar e deliberar sobre o pedido de renúncia do Sr. João Batista de Almeida ao cargo de Conselheiro da Companhia (“Anexo I”) e a eleição do novo membro do Conselho de Administração.Ata",20190813 13/08/2019 13:00,20190813 13/08/2019 18:54,Ativo,1,AP,"OpenDownloadDocumentos('231646','1','705924','IPE')",,
02382-5,023825 MOVIDA PARTICIPACOES SA,Reunião da Administração,Conselho Fiscal,Análise e discussão das Informações Trimestrais (ITR) relativas ao 2° trimestre de 2019.Ata,20190812 12/08/2019 14:30,20190813 13/08/2019 18:57,Ativo,1,AP,"OpenDownloadDocumentos('231649','1','705927','IPE')",,
02382-5,023825 MOVIDA PARTICIPACOES SA,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Renúncia e Eleição do Membro do Conselho da Administração -,20190813 13/08/2019,20190813 13/08/2019 19:04,Ativo,1,AP,"OpenDownloadDocumentos('231657','1','705939','IPE')",,
02382-5,023825 MOVIDA PARTICIPACOES SA,Dados Econômico-Financeiros,Demonstrações Financeiras em Padrões Internacionais,Versão em InglêsDemonstrações Financeiras em IFRS,20190630 30/06/2019,20190813 13/08/2019 20:44,Inativo,1,AP,"OpenDownloadDocumentos('231718','1','706019','IPE')",,
02382-5,023825 Movida Participações S/A,ITR,,,20190630 30/06/2019,20190813 13/08/2019 18:31,Inativo,1,AP,"OpenDownloadDocumentos('86449','1','023825ITR300620190100086449-71','ITR')",,
02383-3,023833 CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.,Reunião da Administração,Conselho de Administração,Deliberar sobre as Informações TrimestraisAta,20190808 08/08/2019 17:00,20190813 13/08/2019 09:43,Ativo,1,AP,"OpenDownloadDocumentos('231424','1','705670','IPE')",,
02399-0,023990 VERT COMPANHIA SECURITIZADORA,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Comunicado ao mercado referente a pagamento de amortização extraordinária da 1a serie da 5a emissao do CRI -,20190813 13/08/2019,20190813 13/08/2019 17:49,Ativo,1,AP,"OpenDownloadDocumentos('231549','1','705814','IPE')",,
02399-0,023990 VERT COMPANHIA SECURITIZADORA,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Comunicado ao mercado referente a pagamento de amortização extraordinária da 2a serie da 5a emissao do CRI -,20190813 13/08/2019,20190813 13/08/2019 18:07,Ativo,1,AP,"OpenDownloadDocumentos('231573','1','705841','IPE')",,
02399-0,023990 VERT COMPANHIA SECURITIZADORA,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Comunicado ao mercado referente a pagamento de premio da 3a serie da 5a emissao do CRI -,20190813 13/08/2019,20190813 13/08/2019 18:08,Ativo,1,AP,"OpenDownloadDocumentos('231578','1','705847','IPE')",,
02399-0,023990 Vert Companhia Securitizadora,ITR,,,20190630 30/06/2019,20190813 13/08/2019 09:10,Inativo,3,RE,"OpenDownloadDocumentos('86365','3','023990ITR300620190300086365-79','ITR')",,
02404-0,024040 Gaia Cred Securitizadora de Créditos Financeiros S/A,ITR,,,20190630 30/06/2019,20190813 13/08/2019 13:23,Ativo,1,AP,"OpenDownloadDocumentos('86383','1','024040ITR300620190100086383-79','ITR')",,
02405-8,024058 CENTRO DE IMAGEM DIAGNOSTICOS S.A.,Reunião da Administração,Conselho de Administração,"Examinar, discutir e deliberar sobre o resultado do segundo trimestre de 2019Ata",20190813 13/08/2019 09:00,20190813 13/08/2019 18:51,Ativo,1,AP,"OpenDownloadDocumentos('231643','1','705920','IPE')",,
02405-8,024058 CENTRO DE IMAGEM DIAGNOSTICOS S.A.,Dados Econômico-Financeiros,Press-release,Release de Resultados do 2T19 -,20190630 30/06/2019,20190813 13/08/2019 18:56,Ativo,1,AP,"OpenDownloadDocumentos('231647','1','705925','IPE')",,
02405-8,024058 CENTRO DE IMAGEM DIAGNOSTICOS S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras Intermediárias,Versão Português -,20190630 30/06/2019,20190813 13/08/2019 19:17,Ativo,1,AP,"OpenDownloadDocumentos('231680','1','705978','IPE')",,
02405-8,024058 CENTRO DE IMAGEM DIAGNÓSTICOS S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 18:53,Ativo,1,AP,"OpenDownloadDocumentos('86460','1','024058ITR300620190100086460-77','ITR')",,
02408-2,024082 Travessia Securitizadora S/A,Informe Trimestral de Securitizadora,,,20190630 30/06/2019,20190813 13/08/2019 16:22,Ativo,1,AP,"OpenDownloadDocumentos('86398','1','024082SEC300620190100086398-75','SEC')",,
02418-0,024180 IRB - BRASIL RESSEGUROS S.A.,Assembleia,AGE,Boletim de voto a distância,20190919 19/09/2019 15:00,20190813 13/08/2019 17:02,Cancelado,1,AP,"OpenDownloadDocumentos('231515','1','705768','IPE')",,
02418-0,024180 IRB - BRASIL RESSEGUROS S.A.,Assembleia,AGE,"Caso aprovada a proposta de desdobramento, Alteração e consolidação do Estatuto Social da Companhia para ajustar o número de ações representativas do seu capital social,Desdobramento das ações do IRB Brasil RE, sem alteração do capital social da Companhia,Eleição de membro suplente do Conselho de Administração e de membro efetivo do Conselho Fiscal da CompanhiaProposta da Administração",20190819 19/08/2019 15:00,20190813 13/08/2019 18:02,Cancelado,1,AP,"OpenDownloadDocumentos('231565','1','705833','IPE')",,
02418-0,024180 IRB - BRASIL RESSEGUROS S.A.,Assembleia,AGE,"Caso aprovada a proposta de desdobramento, alteração e consolidação do Estatuto Social da Companhia para ajustar o número de ações representativas do seu capital social e ajustar o capital autorizado,Desdobramento das ações do IRB Brasil RE, sem alteração do capital social da Companhia,Eleição de membro suplente do Conselho de Administração e de membro efetivo do Conselho Fiscal da CompanhiaEdital de Convocação",20190819 19/08/2019 15:00,20190813 13/08/2019 18:04,Cancelado,1,AP,"OpenDownloadDocumentos('231567','1','705835','IPE')",,
02418-0,024180 IRB - BRASIL RESSEGUROS S.A.,Reunião da Administração,Conselho de Administração,"Proposta de Desdobramento (Split) das Ações do IRB Brasil RE, sem alteração do capital social da Companhia,Revisão da Remuneração do Conselho de AdministraçãoAta",20190809 09/08/2019 16:00,20190813 13/08/2019 18:05,Ativo,1,AP,"OpenDownloadDocumentos('231571','1','705839','IPE')",,
02418-0,024180 IRB - BRASIL RESSEGUROS S.A.,Assembleia,AGE,Boletim de voto a distância,20190919 19/09/2019 15:00,20190813 13/08/2019 19:08,Cancelado,2,RE,"OpenDownloadDocumentos('231668','2','705956','IPE')",,
02418-0,024180 IRB - BRASIL RESSEGUROS S.A.,Assembleia,AGE,Boletim de voto a distância,20190919 19/09/2019 15:00,20190813 13/08/2019 19:15,Ativo,2,RE,"OpenDownloadDocumentos('231675','2','705970','IPE')",,
02420-1,024201 Stara S/A – Indústria de Implementos Agrícolas,ITR,,,20190630 30/06/2019,20190813 13/08/2019 14:50,Ativo,1,AP,"OpenDownloadDocumentos('86388','1','024201ITR300620190100086388-75','ITR')",,
02421-0,024210 Argo Transmissão de Energia S/A,Dados Econômico-Financeiros,Demonstrações Financeiras Intermediárias,ITRDFs Mercosul com reconciliação para IFRS,20190630 30/06/2019,20190813 13/08/2019 15:35,Ativo,1,AP,"OpenDownloadDocumentos('231495','1','705746','IPE')",,
02421-0,024210 Argo Transmissão de Energia S/A,ITR,,,20190630 30/06/2019,20190813 13/08/2019 16:11,Ativo,1,AP,"OpenDownloadDocumentos('86395','1','024210ITR300620190100086395-73','ITR')",,
02422-8,024228 CAMIL ALIMENTOS S.A.,Formulário de Referência,,,20200228 2020,20190813 13/08/2019 17:36,Inativo,2,RE,"OpenDownloadDocumentos('86424','2','024228FRE201920200200086424-60','')",,
02429-5,024295 PETROBRAS DISTRIBUIDORA S/A,Fato Relevante,,Renúncia de Conselheiro -,20190812 12/08/2019,20190813 13/08/2019 00:09,Ativo,1,AP,"OpenDownloadDocumentos('231395','1','705635','IPE')",,
02434-1,024341 ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 19:01,Ativo,1,AP,"OpenDownloadDocumentos('86461','1','024341ITR300620190100086461-77','ITR')",,
02436-8,024368 Rioloan 2 Companhia Securitizadora de Créditos Financeiros,ITR,,,20190630 30/06/2019,20190813 13/08/2019 20:00,Ativo,1,AP,"OpenDownloadDocumentos('86475','1','024368ITR300620190100086475-73','ITR')",,
02439-2,024392 HAPVIDA PARTICIPACOES E INVESTIMENTOS SA,Reunião da Administração,Conselho de Administração,Aprovação dos resultados 2T19Ata,20190813 13/08/2019 08:00,20190813 13/08/2019 19:17,Ativo,1,AP,"OpenDownloadDocumentos('231681','1','705979','IPE')",,
02439-2,024392 HAPVIDA PARTICIPACOES E INVESTIMENTOS SA,Dados Econômico-Financeiros,Press-release,Release de Resultados 2T19 -,20190630 30/06/2019,20190813 13/08/2019 19:19,Ativo,1,AP,"OpenDownloadDocumentos('231685','1','705985','IPE')",,
02439-2,024392 HAPVIDA PARTICIPACOES E INVESTIMENTOS SA,Dados Econômico-Financeiros,Demonstrações Financeiras em Padrões Internacionais,Versão em PortuguêsDemonstrações Financeiras em IFRS,20190630 30/06/2019,20190813 13/08/2019 19:24,Ativo,1,AP,"OpenDownloadDocumentos('231686','1','705986','IPE')",,
02439-2,024392 HAPVIDA PARTICIPACOES E INVESTIMENTOS SA,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Apresentação de Resultados -,20190814 14/08/2019,20190813 13/08/2019 21:52,Ativo,1,AP,"OpenDownloadDocumentos('231723','1','706025','IPE')",,
02439-2,024392 Hapvida Participações e Investimentos S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 21:09,Ativo,1,AP,"OpenDownloadDocumentos('86486','1','024392ITR300620190100086486-77','ITR')",,
02440-6,024406 BANCO INTER S.A.,Comunicado ao Mercado,Aquisição/Alienação de Participação Acionária (art. 12 da Instr. CVM nº 358),"Declaração de Alienação de Participação Acionária Relevante - Art.12, §4º, da Instrução CVM nº358/02",20190809 09/08/2019,20190813 13/08/2019 17:50,Ativo,1,AP,"OpenDownloadDocumentos('231550','1','705815','IPE')",,
02449-0,024490 Saber Serviços Educacionais S.A,Assembleia,AGE,"Aumento do Capital Social (inciso I, art. 166 da Lei 6404),Consolidação do Estatuto Social da Companhia considerando as deliberações ora tomadasAta",20190813 13/08/2019 10:00,20190813 13/08/2019 20:40,Ativo,1,AP,"OpenDownloadDocumentos('231715','1','706016','IPE')",,
02449-0,024490 Saber Serviços Educacionais S.A,Comunicado ao Mercado,Aquisição/Alienação de Participação Acionária (art. 12 da Instr. CVM nº 358),Declaração de Aquisição de Participação Acionária Relevante - Art.12 da Instrução CVM nº358/02,20190813 13/08/2019,20190813 13/08/2019 20:42,Ativo,1,AP,"OpenDownloadDocumentos('231716','1','706017','IPE')",,
02464-3,024643 Casa de Pedra Securitizadora de Créditos S.A,ITR,,,20190630 30/06/2019,20190813 13/08/2019 08:30,Ativo,1,AP,"OpenDownloadDocumentos('86362','1','024643ITR300620190100086362-73','ITR')",,
02469-4,024694 GRUPO SBF SA,Assembleia,AGE,Eleição de novo membro efetivo do Conselho de AdministraçãoAta,20190813 13/08/2019 13:00,20190813 13/08/2019 20:31,Ativo,1,AP,"OpenDownloadDocumentos('231711','1','706012','IPE')",,
02469-4,024694 GRUPO SBF SA,Dados Econômico-Financeiros,Press-release,Press Release - Portugues e Ingles 2T19 -,20190630 30/06/2019,20190813 13/08/2019 20:43,Ativo,1,AP,"OpenDownloadDocumentos('231717','1','706018','IPE')",,
02474-0,024740 Copel Geração e Transmissão S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,BRI 01/19 - 6ª emissão de Debêntures da Copel GeT -,20190813 13/08/2019,20190813 13/08/2019 17:52,Ativo,1,AP,"OpenDownloadDocumentos('231552','1','705817','IPE')",,
02475-9,024759 LITELA PARTICIPAÇÕES S.A.,ITR,,,20190630 30/06/2019,20190813 13/08/2019 17:51,Ativo,1,AP,"OpenDownloadDocumentos('86430','1','090751ITR300620190100086430-78','ITR')",,
02483-0,024830 BRK Ambiental Participações S.A.,DFP,,,20181231 31/12/2018,20190813 13/08/2019 18:47,Ativo,1,AP,"OpenDownloadDocumentos('86456','1','090832DFP311220180100086456-70','DFP')",,
02483-0,024830 BRK Ambiental Participações S.A.,ITR,,,20190331 31/03/2019,20190813 13/08/2019 18:46,Ativo,1,AP,"OpenDownloadDocumentos('86455','1','090832ITR310320190100086455-70','ITR')",,
02483-0,024830 BRK Ambiental Participações S.A.,Formulário Cadastral,,,20190101 2019,20190813 13/08/2019 18:45,Inativo,1,AP,"OpenDownloadDocumentos('86454','1','090832FCA000020190100086454-78','FCA')",,
05003-2,050032 EXXON MOBIL CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20190813 13/08/2019,20190813 13/08/2019 10:56,Ativo,1,AP,"OpenDownloadDocumentos('231447','1','705693','IPE')",,
05005-9,050059 BANK OF AMERICA CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20190813 13/08/2019,20190813 13/08/2019 18:36,Ativo,1,AP,"OpenDownloadDocumentos('231628','1','705899','IPE')",,
05009-1,050091 GOLDMAN SACHS GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20190813 13/08/2019,20190813 13/08/2019 10:59,Ativo,1,AP,"OpenDownloadDocumentos('231450','1','705697','IPE')",,
05009-1,050091 GOLDMAN SACHS GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,424B2 -,20190813 13/08/2019,20190813 13/08/2019 18:17,Ativo,1,AP,"OpenDownloadDocumentos('231593','1','705863','IPE')",,
05009-1,050091 GOLDMAN SACHS GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,FWP -,20190813 13/08/2019,20190813 13/08/2019 18:32,Ativo,1,AP,"OpenDownloadDocumentos('231621','1','705892','IPE')",,
