cvm_code,company,category,type,kind,reference_date,issue_dttm,status,v,modality,download
00243-7,002437 CENTRAIS ELET BRAS S.A. - ELETROBRAS,Reunião da Administração,Conselho de Administração,"Eleição de Diretor(es),Ata",20190911 11/09/2019 14:00,20190920 20/09/2019 18:05,Ativo,1,AP,"OpenDownloadDocumentos('237172','1','711965','IPE')"
00243-7,002437 CENTRAIS ELET BRAS S.A. - ELETROBRAS,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Termo Aditivo Petrobras, -",20190920 20/09/2019,20190920 20/09/2019 19:01,Ativo,1,AP,"OpenDownloadDocumentos('237190','1','711986','IPE')"
00245-3,002453 CIA ENERGETICA DE MINAS GERAIS - CEMIG,Fato Relevante,,"Celebração ou Extinção de Contrato, -",20190920 20/09/2019,20190920 20/09/2019 17:11,Ativo,1,AP,"OpenDownloadDocumentos('237153','1','711945','IPE')"
00257-7,002577 CESP - CIA ENERGETICA DE SAO PAULO,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,"Apresentação Institucional 2T19, -",20190920 20/09/2019,20190920 20/09/2019 17:22,Ativo,1,AP,"OpenDownloadDocumentos('237157','1','711949','IPE')"
00305-0,003050 AMPLA ENERGIA E SERVICOS S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Reafirmação rating de crédito corporativo de longo prazo na Escala Nacional Brasil, -",20190918 18/09/2019,20190920 20/09/2019 18:37,Ativo,1,AP,"OpenDownloadDocumentos('237188','1','711984','IPE')"
00403-0,004030 CIA SIDERURGICA NACIONAL,Reunião da Administração,Conselho de Administração,"Distribuição de Dividendos/Juros sobre Capital Próprio,Ata",20190918 18/09/2019 17:30,20190920 20/09/2019 15:46,Ativo,1,AP,"OpenDownloadDocumentos('237124','1','711910','IPE')"
00417-0,004170 VALE S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Vale comenta sobre resultados do inquérito da Polícia Federal, -",20190920 20/09/2019,20190920 20/09/2019 10:41,Ativo,1,AP,"OpenDownloadDocumentos('237090','1','711876','IPE')"
00417-0,004170 VALE S.A.,Aviso aos Debenturistas,,"Vale paga remuneração semestral de Debêntures Participativas, -",20190920 20/09/2019,20190920 20/09/2019 18:53,Ativo,1,AP,"OpenDownloadDocumentos('237189','1','711985','IPE')"
00482-0,004820 BRASKEM S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"notícias veiculadas na mídia, -",20190920 20/09/2019,20190920 20/09/2019 16:00,Ativo,1,AP,"OpenDownloadDocumentos('237129','1','711915','IPE')"
00576-2,005762 ETERNIT S.A.,Reunião da Administração,Conselho de Administração,"Homologação do Aumento de Capital,Ata",20190920 20/09/2019 10:00,20190920 20/09/2019 17:11,Ativo,1,AP,"OpenDownloadDocumentos('237152','1','711944','IPE')"
00576-2,005762 ETERNIT S.A.,Fato Relevante,,"Homologação do Aumento de Capital, -",20190920 20/09/2019,20190920 20/09/2019 17:12,Ativo,1,AP,"OpenDownloadDocumentos('237154','1','711946','IPE')"
00650-5,006505 VIA VAREJO S.A.,Reunião da Administração,Conselho de Administração,"Análise e deliberação acerca da contratação de seguro garantia pela Companhia junto às seguradoras Fator Seguradora S.A. e Pottencial Seguradora S.A.,Análise e deliberação acerca da proposta de novo calendário de reuniões ordinárias do Conselho de Administração e dos Comitês de Assessoramento para 2019,Aumento de capital da Companhia em decorrência do exercício de opções de compra de ações no âmbito do programa de opção de compra de ações da Companhia,Eleição de Vice-Presidente do Conselho de Administração,Indicação dos novos membros dos Comitês de Assessoramento,Ata",20190912 12/09/2019 10:00,20190920 20/09/2019 18:34,Ativo,1,AP,"OpenDownloadDocumentos('237185','1','711981','IPE')"
00650-5,006505 VIA VAREJO S.A.,Aviso aos Acionistas,Aumento de capital por subscrição privada deliberado em RCA,,20190912 12/09/2019 10:00,20190920 20/09/2019 18:34,Ativo,1,AP,"OpenDownloadDocumentos('237186','1','711982','IPE')"
00650-5,006505 VIA VAREJO S.A.,Comunicado ao Mercado,"Instalação, mudança ou dissolução do Comitê de Auditoria Estatutário","Mudança na composição do comitê de auditoria estatutário, -",20190912 12/09/2019,20190920 20/09/2019 18:34,Ativo,1,AP,"OpenDownloadDocumentos('237187','1','711983','IPE')"
00759-5,007595 INEPAR SA IND E CONSTRUCOES,Informe do Código de Governança,,,20191231 31/12/2019,20190920 20/09/2019 18:47,Ativo,1,AP,"OpenDownloadDocumentos('88387','1','007595CGVN20190101V01088387-85','CGVN')"
00761-7,007617 ITAÚSA - INVESTIMENTOS ITAÚ S.A.,Formulário de Referência,,,20190101 2019,20190920 20/09/2019 18:19,Ativo,8,RE,"OpenDownloadDocumentos('88386','8','007617FRE201920190800088386-78','')"
00908-3,009083 NORDON INDUSTRIAS METALURGICAS S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,"Negociações atípicas de valores mobiliários, -",20190920 20/09/2019,20190920 20/09/2019 20:23,Ativo,1,AP,"OpenDownloadDocumentos('237206','1','712002','IPE')"
00934-2,009342 DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,Fato Relevante,,"Celebração, Alteração ou Rescisão de Acordo de Acionistas, -",20190920 20/09/2019,20190920 20/09/2019 19:40,Ativo,1,AP,"OpenDownloadDocumentos('237198','1','711994','IPE')"
00951-2,009512 PETROLEO BRASILEIRO S.A. PETROBRAS,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Petrobras divulga início de fase vinculante para venda de campos terrestres do Polo Tucano Sul, -",20190920 20/09/2019,20190920 20/09/2019 08:30,Ativo,1,AP,"OpenDownloadDocumentos('237056','1','711841','IPE')"
00951-2,009512 PETROLEO BRASILEIRO S.A. PETROBRAS,Reunião da Administração,Conselho de Administração,"AUTORIZAÇÃO PARA CELEBRAÇÃO DE CESSÃO DE CRÉDITOS DETIDOS EM FACE DA ELETROBRAS E ADITIVOS AOS INSTRUMENTOS DE ASSUNÇÃO DE DÍVIDAS,Ata",20190828 28/08/2019 09:00,20190920 20/09/2019 09:30,Ativo,1,AP,"OpenDownloadDocumentos('237066','1','711852','IPE')"
00951-2,009512 PETROLEO BRASILEIRO S.A. PETROBRAS,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Petrobras informa sobre a antecipação dos recebíveis da Eletrobras no valor de R$ 8,4 bilhões, -",20190920 20/09/2019,20190920 20/09/2019 18:02,Ativo,1,AP,"OpenDownloadDocumentos('237170','1','711963','IPE')"
01045-6,010456 ALPARGATAS S.A.,Reunião da Administração,Conselho de Administração,"ELEIÇÃO DE COORDENADORA DO COMITÊ DE ESTRATÉGIA,ELEIÇÃO DE MEMBRO DO COMITÊ DE GENTE,PLANO DE AÇÕES RESTRITAS,PLANO DE OUTORGA DE AÇÕES (PROGRAMA DE MATCHING),PROPOSTA DO CONSELHO DE ADMINISTRAÇÃO A SER APRESENTADA À ASSEMBLEIA GERAL EXTRAORDINÁRIA,Ata",20190920 20/09/2019 10:00,20190920 20/09/2019 17:28,Ativo,1,AP,"OpenDownloadDocumentos('237160','1','711952','IPE')"
01045-6,010456 ALPARGATAS S.A.,Formulário de Referência,,,20190101 2019,20190920 20/09/2019 17:29,Inativo,9,RE,"OpenDownloadDocumentos('88382','9','010456FRE201920190900088382-78','')"
01131-2,011312 OI S.A.,Fato Relevante,,"Eleição COO, -",20190920 20/09/2019,20190920 20/09/2019 18:30,Ativo,1,AP,"OpenDownloadDocumentos('237182','1','711977','IPE')"
01417-6,014176 ELETROPAULO METROP. ELET. SAO PAULO S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Reafirmação de Rating - Fitch, -",20190920 20/09/2019,20190920 20/09/2019 18:29,Ativo,1,AP,"OpenDownloadDocumentos('237181','1','711976','IPE')"
01417-6,014176 ELETROPAULO METROP. ELET. SAO PAULO S.A.,Dados Econômico-Financeiros,Relatório de Agência de Rating,"Relatório de Agência de Rating - Fitch, -",20190918 18/09/2019,20190920 20/09/2019 18:31,Ativo,1,AP,"OpenDownloadDocumentos('237184','1','711980','IPE')"
01420-6,014206 BRB BCO DE BRASILIA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"MoU Biotic, -",20190920 20/09/2019,20190920 20/09/2019 11:16,Ativo,1,AP,"OpenDownloadDocumentos('237093','1','711879','IPE')"
01431-1,014311 CIA PARANAENSE DE ENERGIA - COPEL,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Copel Energia Contrata 127,9 MWm de Energia Incentivada, -",20190920 20/09/2019,20190920 20/09/2019 19:22,Ativo,1,AP,"OpenDownloadDocumentos('237195','1','711991','IPE')"
01432-0,014320 USINAS SID DE MINAS GERAIS S.A.-USIMINAS,Fato Relevante,,"7ª emissão de debêntures, -",20190920 20/09/2019,20190920 20/09/2019 19:06,Ativo,1,AP,"OpenDownloadDocumentos('237191','1','711987','IPE')"
01444-3,014443 CIA SANEAMENTO BASICO EST SAO PAULO,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Sabesp acata metas de do Fator Q, -",20190920 20/09/2019,20190920 20/09/2019 20:16,Ativo,1,AP,"OpenDownloadDocumentos('237205','1','712001','IPE')"
01444-3,014443 CIA SANEAMENTO BASICO EST SAO PAULO,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Carta Compromisso para Aditamento de Contrato - Esgoto Guarulhos, -",20190920 20/09/2019,20190920 20/09/2019 20:25,Ativo,1,AP,"OpenDownloadDocumentos('237207','1','712003','IPE')"
01486-9,014869 CIA ENERGETICA DO CEARA - COELCE,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Reafirmação rating de crédito corporativo de longo prazo na Escala Nacional Brasil, -",20190918 18/09/2019,20190920 20/09/2019 18:30,Ativo,1,AP,"OpenDownloadDocumentos('237183','1','711978','IPE')"
01509-1,015091 LITEL PARTICIPACOES S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Conversão ações PNA em ON: Início do prazo de exercício do direito de retirada pelos acionistas dissidentes, -",20190920 20/09/2019,20190920 20/09/2019 15:46,Inativo,1,AP,"OpenDownloadDocumentos('237125','1','711911','IPE')"
01610-1,016101 GAFISA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Renuncia CEO, -",20190920 20/09/2019,20190920 20/09/2019 20:42,Ativo,1,AP,"OpenDownloadDocumentos('237209','1','712005','IPE')"
01629-2,016292 BRF S.A.,Formulário de Referência,,,20190101 2019,20190920 20/09/2019 18:03,Ativo,9,RE,"OpenDownloadDocumentos('88385','9','016292FRE201920190900088385-77','')"
01630-6,016306 ROSSI RESIDENCIAL S.A.,Comunicado ao Mercado,Aquisição/Alienação de Participação Acionária (art. 12 da Instr. CVM nº 358),Declaração de Aquisição de Participação Acionária Relevante - Art.12 da Instrução CVM nº358/02,20190920 20/09/2019,20190920 20/09/2019 19:12,Ativo,1,AP,"OpenDownloadDocumentos('237193','1','711989','IPE')"
01630-6,016306 ROSSI RESIDENCIAL S.A.,Comunicado ao Mercado,Aquisição/Alienação de Participação Acionária (art. 12 da Instr. CVM nº 358),"Declaração de Alienação de Participação Acionária Relevante - Art.12, §4º, da Instrução CVM nº358/02",20190920 20/09/2019,20190920 20/09/2019 19:13,Ativo,1,AP,"OpenDownloadDocumentos('237194','1','711990','IPE')"
01665-9,016659 PORTO SEGURO SA,Formulário de Referência,,,20190101 2019,20190920 20/09/2019 11:30,Ativo,6,RC,"OpenDownloadDocumentos('88376','6','016659FRE201920190600088376-71','')"
01699-3,016993 EMAE-EMP.METROPOLITANA ÁGUAS ENERGIA S.A,Formulário de Referência,,,20190101 2019,20190920 20/09/2019 15:59,Inativo,5,RE,"OpenDownloadDocumentos('88381','5','016993FRE201920190500088381-74','')"
01828-7,018287 CIBRASEC - COMPANHIA BRASILEIRA DE SECURITIZACAO,Assembleia,AGCRI,"Ata da Assembleia Geral Extraordinária de Titulares de Certificados de Recebíveis Imobiliários da 129ª série da 2ª emissão da Cibrasec,Ata",20190920 20/09/2019 14:00,20190920 20/09/2019 14:09,Ativo,1,AP,"OpenDownloadDocumentos('237104','1','711890','IPE')"
01828-7,018287 CIBRASEC - COMPANHIA BRASILEIRA DE SECURITIZACAO,Assembleia,AGCRI,"ATA DE ASSEMBLEIA GERAL EXTRAORDINÁRIA DOS TITULARES DE CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS DA 270ª SÉRIE DA 2ª EMISSÃO DA CIBRASEC ,Ata",20190920 20/09/2019 10:00,20190920 20/09/2019 15:44,Ativo,1,AP,"OpenDownloadDocumentos('237121','1','711907','IPE')"
01828-7,018287 CIBRASEC - COMPANHIA BRASILEIRA DE SECURITIZACAO,Termo de Securitização e Aditamentos de Direitos Creditórios,,"Terceiro Aditamento ao Termo de Securitização de Créditos Imobiliários da 270ª Série da 2ª Emissão , -",20190920 20/09/2019,20190920 20/09/2019 15:49,Ativo,1,AP,"OpenDownloadDocumentos('237128','1','711914','IPE')"
01828-7,018287 CIBRASEC - COMPANHIA BRASILEIRA DE SECURITIZACAO,Formulário Cadastral,,,20190101 2019,20190920 20/09/2019 15:58,Ativo,7,RE,"OpenDownloadDocumentos('88380','7','018287FCA000020190700088380-86','FCA')"
01828-7,018287 CIBRASEC - COMPANHIA BRASILEIRA DE SECURITIZACAO,Formulário Cadastral,,,20190101 2019,20190920 20/09/2019 15:48,Inativo,6,RE,"OpenDownloadDocumentos('88379','6','018287FCA000020190600088379-85','FCA')"
01830-9,018309 CENTRAIS ELET DO PARA S.A. - CELPA,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,"Negociações atípicas de valores mobiliários, -",20190920 20/09/2019,20190920 20/09/2019 15:14,Ativo,1,AP,"OpenDownloadDocumentos('237107','1','711893','IPE')"
01837-6,018376 CTEEP-CIA TRANSM ENERGIA ELÉTR. PAULISTA,Formulário de Referência,,,20190101 2019,20190920 20/09/2019 17:44,Ativo,4,RE,"OpenDownloadDocumentos('88383','4','018376FRE201920190400088383-77','')"
01862-7,018627 CIA SANEAMENTO DO PARANA - SANEPAR,Reunião da Administração,Conselho Fiscal,"Apresentação de Resultados julho de 2019;,Assuntos diversos.,Dar ciência do status da contratação especial da Comissão Externa de Investigação;,Ata",20190919 19/09/2019 14:00,20190920 20/09/2019 08:29,Ativo,1,AP,"OpenDownloadDocumentos('237055','1','711840','IPE')"
01910-0,019100 LIQ PARTICIPAÇÕES S.A.,Assembleia,AGDEB,"autorizar o Agente Fiduciário para que tome todas as medidas necessárias para implementar as deliberações da presente assembleia,contratação ou não de assessor legal para cuidar da defesa dos interesses dos Debenturistas ,medidas a serem tomadas para a excussão das garantias da Emissão, conforme definidas na Escritura,realização, ou não, de aditamento ao Instrumento Particular de Prestação de Serviços de Administração de Contas de Depósito nº 734.233-2,Ata",20190920 20/09/2019 11:00,20190920 20/09/2019 19:36,Ativo,1,AP,"OpenDownloadDocumentos('237196','1','711992','IPE')"
01910-0,019100 LIQ PARTICIPAÇÕES S.A.,Fato Relevante,,"Deliberações AGD, -",20190920 20/09/2019,20190920 20/09/2019 19:37,Ativo,1,AP,"OpenDownloadDocumentos('237197','1','711993','IPE')"
01910-0,019100 LIQ PARTICIPAÇÕES S.A.,Assembleia,AGDEB,"Autorizar o Agente Fiduciário a firmar documentos e tomar quaisquer medidas necessárias, a fim de refletir as deliberações tomadas no âmbito das AGDs,Dispensar o Agente Fiduciário de iniciar os procedimentos judiciais e/ou extrajudiciais em face da Emissora para realização dos créditos dos Debenturistas, na forma da cláusula 8.7 da Escritura da 1ª ,Edital de Convocação",20191002 02/10/2019 11:10,20190920 20/09/2019 21:12,Inativo,1,AP,"OpenDownloadDocumentos('237213','1','712013','IPE')"
01955-0,019550 NATURA COSMETICOS S.A.,Assembleia,AGE,"Mapa analítico de votos,Mapa final de votação detalhado",20190917 17/09/2019 08:00,20190920 20/09/2019 17:43,Ativo,1,AP,"OpenDownloadDocumentos('237164','1','711956','IPE')"
01990-9,019909 BR MALLS PARTICIPACOES S.A.,Reunião da Administração,Conselho de Administração,"Cultura da Companhia,Inovação varejo,Planejamento Estratégico,Ata",20190911 11/09/2019 10:00,20190920 20/09/2019 20:10,Ativo,1,AP,"OpenDownloadDocumentos('237203','1','711999','IPE')"
02022-2,020222 GAIA SECURITIZADORA S.A.,Assembleia,AGCRI,"(i) pacificação dos litígios no âmbito da Recuperação Judicial;,(ii) liberar em favor da devedora parte dos valores e/ou recebíveis que integram as Cessões Fiduciárias e as Cessões Onerosas firmadas com a Emissora;,(iii) o levantamento ou não dos depósitos judiciais, e ou cessão de direitos ou dação em pagamento;,(iv) Casoseja aprovado o item (iii) autorizar ou não, que recaiam sobre tais bense direitos;,(v) demais assuntos de interesse do Titular de CRI;,CRI 2ª Série da 6ª Emissão,Ata",20190916 16/09/2019 15:00,20190920 20/09/2019 17:44,Ativo,1,AP,"OpenDownloadDocumentos('237165','1','711957','IPE')"
02045-1,020451 RNI NEGÓCIOS IMOBILIÁRIOS S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"RNI recebe Selo Verde,RNI receives ""Selo Verde"" (Green Seal), -",20190920 20/09/2019,20190920 20/09/2019 17:24,Cancelado,1,AP,"OpenDownloadDocumentos('237158','1','711950','IPE')"
02045-1,020451 RNI NEGÓCIOS IMOBILIÁRIOS S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"RNI recebe Selo Verde,RNI receives ""Selo Verde"" (Green Seal), -",20190920 20/09/2019,20190920 20/09/2019 17:39,Cancelado,2,RE,"OpenDownloadDocumentos('237163','2','711955','IPE')"
02045-1,020451 RNI NEGÓCIOS IMOBILIÁRIOS S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"RNI recebe Selo Verde,RNI receives ""Selo Verde"" (Green Seal), -",20190920 20/09/2019,20190920 20/09/2019 17:47,Cancelado,3,RE,"OpenDownloadDocumentos('237166','3','711958','IPE')"
02045-1,020451 RNI NEGÓCIOS IMOBILIÁRIOS S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"RNI recebe Selo Verde,RNI receives ""Selo Verde"", -",20190920 20/09/2019,20190920 20/09/2019 17:58,Inativo,1,AP,"OpenDownloadDocumentos('237169','1','711962','IPE')"
02045-1,020451 RNI NEGÓCIOS IMOBILIÁRIOS S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"RNI recebe Selo Verde,RNI receives ""Selo Verde"", -",20190920 20/09/2019,20190920 20/09/2019 18:16,Ativo,2,RE,"OpenDownloadDocumentos('237178','2','711973','IPE')"
02049-4,020494 IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,Aviso aos Debenturistas,,"Pagamento de juros/remuneração, -",20190919 19/09/2019,20190920 20/09/2019 09:46,Ativo,2,RE,"OpenDownloadDocumentos('237086','2','711872','IPE')"
02049-4,020494 IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,Calendário de Eventos Corporativos,,,20191231 31/12/2019,20190920 20/09/2019 15:18,Ativo,2,RE,"OpenDownloadDocumentos('237111','2','711897','IPE')"
02078-8,020788 MARFRIG GLOBAL FOODS S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Liquidação do Saldo Remanescente Notas Sênior 2021, -",20190920 20/09/2019,20190920 20/09/2019 17:09,Ativo,1,AP,"OpenDownloadDocumentos('237151','1','711943','IPE')"
02098-2,020982 MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,Calendário de Eventos Corporativos,,,20191231 31/12/2019,20190920 20/09/2019 18:24,Ativo,4,RE,"OpenDownloadDocumentos('237180','4','711975','IPE')"
02103-2,021032 ALGAR TELECOM S/A,Fato Relevante,,"Cisão Algar Tech, -",20190920 20/09/2019,20190920 20/09/2019 19:10,Ativo,1,AP,"OpenDownloadDocumentos('237192','1','711988','IPE')"
02103-2,021032 ALGAR TELECOM S/A,Dados Econômico-Financeiros,Relatório de Agência de Rating,"Rating 'brAAA' atribuído à futura 9ª emissão de debêntures da Companhia, -",20190920 20/09/2019,20190920 20/09/2019 19:45,Ativo,1,AP,"OpenDownloadDocumentos('237199','1','711995','IPE')"
